X,Y
772,369.657
773,358.705
774,352.439
775,362.197
776,370.214
777,375.777
778,377.820
779,369.539
780,358.218
781,370.443
782,365.731
783,366.129
784,367.970
785,384.483
786,381.300
787,370.669
788,379.500
789,384.854
790,392.842
791,388.002
792,376.965
793,385.549
794,378.546
795,389.953
796,388.788
797,400.565
798,397.658
799,387.957
800,402.745
801,412.191
802,409.799
803,410.903
804,403.772
805,401.207
806,404.238
807,408.350
808,418.701
809,414.118
810,429.469
811,430.770
812,447.402
813,441.025
814,439.128
815,456.835
816,447.848
817,469.972
818,476.294
819,475.112
820,481.816
821,490.996
822,498.252
823,508.315
824,524.586
825,529.793
826,547.278
827,556.943
828,552.632
829,554.924
830,570.352
831,580.003
832,589.889
833,610.406
834,629.728
835,620.804
836,650.836
837,665.969
838,649.750
839,679.070
840,701.080
841,716.246
842,734.004
843,762.778
844,772.528
845,790.035
846,809.784
847,818.969
848,836.922
849,827.505
850,842.327
851,867.922
852,892.609
853,905.672
854,913.461
855,902.237
856,958.857
857,948.483
858,989.421
859,996.756
860,1011.377
861,1048.633
862,1061.807
863,1076.186
864,1073.699
865,1070.092
866,1103.204
867,1117.103
868,1129.439
869,1133.199
870,1127.745
871,1125.311
872,1128.478
873,1121.191
874,1085.296
875,1104.979
876,1096.431
877,1091.513
878,1074.738
879,1067.708
880,1061.932
881,1057.822
882,1045.272
883,1041.269
884,1017.901
885,1028.988
886,1022.588
887,1039.750
888,1007.369
889,986.091
890,983.559
891,956.461
892,934.830
893,870.338
894,856.971
895,839.071
896,817.933
897,800.441
898,797.925
899,805.409
900,805.111
901,797.246
902,786.193
903,766.043
904,749.145
905,738.723
906,735.525
907,725.019
908,719.239
909,709.590
910,706.581
911,697.397
912,680.782
913,674.692
914,653.636
915,648.296
916,639.874
917,638.799
918,599.774
919,599.198
920,583.080
921,577.830
922,565.570
923,554.334
924,545.605
925,537.107
926,544.808
927,561.300
928,529.403
929,529.619
930,513.960
931,503.880
932,497.850
933,493.303
934,474.577
935,473.771
936,456.082
937,464.195
938,473.929
939,475.349
940,461.917
941,449.467
942,444.672
943,434.977
944,420.833
945,442.727
946,429.817
947,420.849
948,416.149
949,417.161
950,425.814
951,413.433
952,407.790
953,403.762
954,407.956
955,401.577
956,403.391
957,409.339
958,405.109
959,398.340
960,407.797
961,388.481
962,387.500
963,402.716
964,400.008
965,405.504
966,390.636
967,406.798
968,384.968
969,390.979
970,390.528
971,391.920
972,394.983
973,388.625
974,391.473
975,396.432
976,384.072
977,396.526
978,392.891
979,381.227
980,401.627
981,399.388
982,392.545
983,386.137
984,385.408
985,375.765
986,393.537
987,398.836
988,390.213
989,387.389
990,369.111
991,387.464
992,391.212
993,401.073
994,382.899
995,390.458
996,387.414
997,381.687
998,388.148
999,389.639
1000,393.991
1001,399.950
1002,404.433
1003,392.072
1004,399.100
1005,386.602
1006,384.549
1007,394.260
1008,392.361
1009,391.381
1010,400.474
1011,389.828
1012,386.927
1013,400.793
1014,404.615
1015,401.476
1016,410.720
1017,402.059
1018,401.732
1019,395.925
1020,416.341
1021,425.079
1022,411.149
1023,416.106
1024,414.238
1025,412.891
1026,418.904
1027,432.558
1028,415.026
1029,425.773
1030,427.553
1031,441.267
1032,430.450
1033,424.170
1034,433.250
1035,428.101
1036,435.221
1037,441.052
1038,448.048
1039,437.172
1040,435.318
1041,443.256
1042,442.943
1043,451.727
1044,450.587
1045,447.019
1046,447.922
1047,461.041
1048,457.623
1049,461.971
1050,454.810
1051,445.840
1052,447.680
1053,446.797
1054,455.614
1055,463.529
1056,479.642
1057,473.730
1058,454.784
1059,471.673
1060,473.368
1061,480.121
1062,474.717
1063,487.623
1064,491.001
1065,496.741
1066,503.710
1067,487.912
1068,487.785
1069,493.457
1070,488.992
1071,501.963
1072,491.921
1073,492.872
1074,520.843
1075,493.415
1076,481.062
1077,499.252
1078,507.159
1079,487.293
1080,494.290
1081,503.513
1082,512.193
1083,500.163
1084,509.393
1085,511.342
1086,501.659
1087,498.317
1088,514.429
1089,498.351
1090,502.657
1091,518.787
1092,508.397
1093,512.843
1094,520.386
1095,513.654
1096,524.528
1097,500.367
1098,495.935
1099,517.511
1100,503.192
1101,494.434
1102,514.914
1103,499.902
1104,486.559
1105,500.628
1106,507.662
1107,485.091
1108,493.679
1109,491.236
1110,488.294
1111,485.939
1112,487.337
1113,486.403
1114,498.137
1115,505.241
1116,495.262
1117,476.643
1118,482.249
1119,495.534
1120,487.472
1121,496.283
1122,495.092
1123,511.511
1124,502.112
1125,497.027
1126,499.830
1127,497.064
1128,504.305
1129,479.615
1130,486.494
1131,486.283
1132,486.799
1133,481.814
1134,471.146
1135,476.585
1136,467.759
1137,474.218
1138,476.802
1139,473.608
1140,473.686
1141,463.390
1142,459.172
1143,464.912
1144,473.804
1145,461.852
1146,456.056
1147,452.866
1148,449.267
1149,460.571
1150,448.075
1151,440.979
1152,460.070
1153,460.527
1154,440.413
1155,455.123
1156,445.461
1157,439.984
1158,437.328
1159,443.470
1160,446.904
1161,434.427
1162,432.216
1163,456.298
1164,458.914
1165,442.972
1166,436.103
1167,447.046
1168,427.200
1169,412.404
1170,437.516
1171,427.819
1172,427.790
1173,420.007
1174,418.333
1175,432.663
1176,419.475
1177,420.032
1178,420.798
1179,419.310
1180,411.791
1181,417.297
1182,423.177
1183,415.863
1184,423.384
1185,419.920
1186,426.743
1187,419.582
1188,410.341
1189,413.937
1190,400.060
1191,407.021
1192,409.148
1193,403.133
1194,398.286
1195,406.777
1196,404.242
1197,399.433
1198,406.248
1199,409.214
1200,399.770
1201,397.039
1202,395.374
1203,390.602
1204,403.612
1205,408.694
1206,410.784
1207,397.529
1208,380.605
1209,406.326
1210,407.157
1211,398.278
1212,404.126
1213,384.590
1214,383.760
1215,390.854
1216,409.899
1217,400.549
1218,389.461
1219,392.559
1220,401.490
1221,388.052
1222,411.995
1223,395.251
1224,392.423
1225,395.486
1226,391.966
1227,396.573
1228,389.688
1229,395.619
1230,378.972
1231,399.184
1232,397.234
1233,394.896
1234,390.205
1235,381.627
1236,394.825
1237,399.475
1238,390.731
1239,380.119
1240,399.201
1241,403.234
1242,394.577
1243,392.052
1244,384.026
1245,373.233
1246,377.752
1247,375.531
1248,391.460
1249,381.430
1250,382.832
1251,391.394
1252,389.705
1253,389.961
1254,396.498
1255,379.741
1256,393.056
1257,404.271
1258,378.448
1259,385.476
1260,387.105
1261,396.783
1262,402.698
1263,390.353
1264,386.452
1265,385.417
1266,391.901
1267,388.941
1268,384.964
1269,377.731
1270,398.820
1271,380.572
1272,391.944
1273,387.896
1274,387.530
1275,387.352
1276,378.829
1277,383.735
1278,375.857
1279,379.307
1280,380.617
1281,379.464
1282,389.472
1283,413.947
1284,381.171
1285,377.352
1286,367.401
1287,381.839
1288,400.993
1289,392.322
1290,390.170
1291,398.297
1292,380.408
1293,372.272
1294,385.336
1295,381.482
1296,380.630
1297,389.916
1298,379.758
1299,387.015
1300,383.396
1301,398.073
1302,391.626
1303,395.816
1304,397.407
1305,371.695
1306,393.356
1307,404.260
1308,390.228
1309,385.706
1310,378.688
1311,386.185
1312,381.652
1313,388.177
1314,385.106
1315,388.325
1316,375.597
1317,375.225
1318,373.968
1319,381.982
1320,380.874
1321,377.200
1322,386.161
1323,388.058
1324,403.406
1325,390.557
1326,389.760
1327,381.408
1328,381.640
1329,401.338
1330,402.579
1331,400.940
1332,397.182
1333,402.792
1334,394.936
1335,388.074
1336,388.050
1337,396.662
1338,391.384
1339,392.891
1340,383.324
1341,398.114
1342,396.911
1343,403.495
1344,410.634
1345,402.131
1346,384.243
1347,394.690
1348,401.610
1349,390.192
1350,399.181
1351,414.378
1352,389.862
1353,379.667
1354,392.970
1355,379.099
1356,392.866
1357,390.805
1358,387.063
1359,393.018
1360,387.148
1361,386.519
1362,386.426
1363,388.085
1364,399.237
1365,390.738
1366,384.401
1367,390.344
1368,401.618
1369,401.871
1370,373.505
1371,380.319
1372,375.456
1373,378.403
1374,387.664
1375,390.192
1376,392.896
1377,394.143
1378,396.150
1379,398.298
1380,392.394
1381,395.606
1382,395.065
1383,397.485
1384,383.955
1385,387.032
1386,395.919
1387,370.424
1388,381.906
1389,397.356
1390,390.396
1391,410.684
1392,400.188
1393,405.663
1394,399.670
1395,370.101
1396,387.778
1397,397.181
1398,390.640
1399,387.282
1400,410.162
1401,404.903
1402,396.250
1403,396.648
1404,392.447
1405,396.721
1406,394.326
1407,391.061
1408,391.732
1409,398.633
1410,403.771
1411,406.217
1412,406.640
1413,396.692
1414,393.199
1415,403.494
1416,397.144
1417,407.295
1418,402.611
1419,414.334
1420,405.601
1421,389.774
1422,415.868
1423,404.945
1424,412.776
1425,410.762
1426,416.737
1427,393.637
1428,408.579
1429,403.562
1430,404.890
1431,412.683
1432,406.787
1433,397.731
1434,404.033
1435,408.360
1436,402.369
1437,401.604
1438,404.668
1439,395.279
1440,412.432
1441,400.927
1442,398.305
1443,407.594
1444,402.483
1445,407.882
1446,415.226
1447,408.539
1448,404.735
1449,427.968
1450,411.855
1451,396.978
1452,400.040
1453,400.939
1454,386.967
1455,401.997
1456,405.691
1457,397.347
1458,406.695
1459,416.914
1460,405.935
1461,407.818
1462,409.000
1463,424.613
1464,408.113
1465,412.009
1466,409.422
1467,405.471
1468,416.178
1469,417.490
1470,404.237
1471,413.687
1472,413.309
1473,402.471
1474,405.878
1475,410.885
1476,403.781
1477,407.789
1478,405.426
1479,418.156
1480,407.678
1481,406.459
1482,409.941
1483,404.451
1484,412.323
1485,405.809
1486,404.999
1487,403.321
1488,411.756
1489,402.602
1490,405.341
1491,416.225
1492,419.849
1493,402.518
1494,408.066
1495,396.587
1496,404.988
1497,421.461
1498,412.419
1499,411.630
1500,399.333
1501,416.815
1502,397.671
1503,408.471
1504,409.211
1505,408.327
1506,422.654
1507,413.908
1508,426.968
1509,417.094
1510,411.289
1511,427.486
1512,409.671
1513,395.847
1514,401.274
1515,421.770
1516,423.094
1517,413.183
1518,404.344
1519,393.883
1520,419.278
1521,399.040
1522,411.331
1523,405.386
1524,411.174
1525,400.383
1526,405.026
1527,395.967
1528,412.429
1529,408.232
1530,422.085
1531,419.046
1532,405.319
1533,415.610
1534,420.965
1535,423.466
1536,423.170
1537,419.145
1538,406.345
1539,418.494
1540,421.965
1541,400.500
1542,419.967
1543,409.993
1544,418.607
1545,424.201
1546,436.609
1547,422.856
1548,428.678
1549,430.173
1550,435.092
1551,412.760
1552,418.039
1553,422.605
1554,421.842
1555,405.126
1556,422.980
1557,409.495
1558,418.799
1559,416.036
1560,397.901
1561,416.502
1562,427.255
1563,431.520
1564,434.893
1565,418.479
1566,427.781
1567,425.013
1568,432.119
1569,423.894
1570,423.577
1571,421.591
1572,428.810
1573,430.612
1574,424.695
1575,431.852
1576,435.434
1577,426.756
1578,420.382
1579,439.360
1580,434.711
1581,427.495
1582,421.450
1583,423.615
1584,422.091
1585,421.668
1586,430.120
1587,423.564
1588,417.266
1589,412.464
1590,400.928
1591,413.727
1592,425.676
1593,423.385
1594,423.706
1595,415.135
1596,415.399
1597,423.571
1598,429.331
1599,421.803
1600,427.795
1601,435.625
1602,426.461
1603,429.407
1604,421.153
1605,431.195
1606,416.562
1607,431.037
1608,422.427
1609,430.729
1610,443.464
1611,444.269
1612,427.770
1613,417.903
1614,444.322
1615,432.480
1616,435.306
1617,433.591
1618,426.102
1619,414.236
1620,429.857
1621,422.634
1622,418.157
1623,418.131
1624,427.699
1625,444.461
1626,450.655
1627,451.571
1628,441.387
1629,439.367
1630,437.409
1631,431.298
1632,424.854
1633,432.137
1634,429.983
1635,434.410
1636,432.940
1637,429.060
1638,413.032
1639,426.460
1640,425.117
1641,423.113
1642,431.082
1643,424.220
1644,410.669
1645,414.693
1646,409.719
1647,428.540
1648,425.562
1649,426.475
1650,413.303
1651,414.602
1652,434.228
1653,428.954
1654,424.235
1655,423.099
1656,423.407
1657,429.252
1658,446.052
1659,433.856
1660,423.657
1661,432.268
1662,443.568
1663,435.484
1664,422.628
1665,429.059
1666,432.326
1667,431.314
1668,431.264
1669,435.431
1670,415.758
1671,434.579
1672,432.674
1673,427.359
1674,441.491
1675,424.556
1676,424.041
1677,433.481
1678,427.749
1679,430.697
1680,449.347
1681,447.340
1682,444.787
1683,440.246
1684,439.194
1685,450.522
1686,444.723
1687,440.206
1688,437.409
1689,444.364
1690,451.484
1691,433.581
1692,434.500
1693,438.994
1694,434.666
1695,430.429
1696,428.894
1697,423.439
1698,404.054
1699,429.050
1700,450.523
1701,452.915
1702,437.493
1703,451.528
1704,445.294
1705,445.010
1706,448.550
1707,436.078
1708,438.857
1709,424.356
1710,442.384
1711,430.631
1712,461.479
1713,457.487
1714,447.952
1715,447.281
1716,451.552
1717,449.671
1718,456.648
1719,466.509
1720,460.484
1721,458.950
1722,449.679
1723,453.525
1724,456.723
1725,435.768
1726,447.660
1727,457.760
1728,462.329
1729,466.844
1730,465.267
1731,452.286
1732,459.222
1733,460.321
1734,453.765
1735,465.329
1736,472.193
1737,464.641
1738,467.295
1739,456.053
1740,465.706
1741,468.433
1742,464.668
1743,458.268
1744,464.322
1745,448.119
1746,458.406
1747,467.409
1748,456.446
1749,457.746
1750,453.901
1751,470.231
1752,460.040
1753,464.537
1754,474.820
1755,468.431
1756,460.533
1757,466.389
1758,464.102
1759,462.574
1760,477.962
1761,471.685
1762,460.894
1763,476.742
1764,473.548
1765,471.447
1766,461.847
1767,468.353
1768,464.878
1769,467.058
1770,481.340
1771,481.502
1772,470.667
1773,470.168
1774,463.661
1775,478.237
1776,488.244
1777,480.702
1778,482.122
1779,475.935
1780,479.261
1781,492.237
1782,491.522
1783,478.495
1784,483.556
1785,499.191
1786,488.412
1787,476.449
1788,477.414
1789,485.985
1790,493.610
1791,492.280
1792,500.317
1793,506.702
1794,487.383
1795,484.246
1796,488.077
1797,496.392
1798,496.561
1799,498.277
1800,504.933
1801,497.712
1802,507.133
1803,501.333
1804,480.609
1805,495.497
1806,484.557
1807,499.925
1808,503.928
1809,474.547
1810,486.629
1811,502.344
1812,499.815
1813,494.854
1814,489.337
1815,513.923
1816,498.118
1817,484.364
1818,508.464
1819,489.282
1820,493.150
1821,504.317
1822,514.857
1823,529.254
1824,514.561
1825,514.530
1826,517.629
1827,508.441
1828,490.317
1829,491.422
1830,505.477
1831,535.495
1832,504.423
1833,497.059
1834,490.994
1835,497.113
1836,498.531
1837,508.645
1838,491.536
1839,501.917
1840,495.131
1841,496.462
1842,486.220
1843,503.126
1844,497.288
1845,475.163
1846,469.009
1847,466.894
1848,466.750
1849,466.126
1850,481.853
1851,480.761
1852,484.064
1853,490.367
1854,471.756
1855,475.040
1856,470.702
1857,486.297
1858,483.310
1859,473.415
1860,473.576
1861,462.365
1862,474.106
1863,487.268
1864,493.161
1865,479.108
1866,465.395
1867,459.385
1868,463.213
1869,466.964
1870,471.528
1871,475.283
1872,464.000
1873,458.914
1874,469.056
1875,466.896
1876,458.548
1877,467.427
1878,467.491
1879,464.219
1880,462.259
1881,470.292
1882,462.407
1883,469.872
1884,463.208
1885,453.427
1886,457.147
1887,459.978
1888,447.324
1889,446.148
1890,451.665
1891,454.931
1892,451.844
1893,453.637
1894,460.316
1895,433.953
1896,440.958
1897,449.509
1898,446.406
1899,459.689
1900,459.621
1901,458.298
1902,440.325
1903,442.909
1904,442.488
1905,449.210
1906,457.083
1907,446.279
1908,464.313
1909,451.900
1910,458.607
1911,459.109
1912,453.807
1913,442.184
1914,450.740
1915,459.782
1916,463.811
1917,467.318
1918,452.157
1919,463.259
1920,460.917
1921,447.186
1922,459.233
1923,445.618
1924,453.436
1925,470.824
1926,465.335
1927,462.881
1928,461.009
1929,459.098
1930,467.912
1931,442.099
1932,468.606
1933,466.204
1934,446.891
1935,460.234
1936,469.942
1937,457.069
1938,465.284
1939,480.003
1940,474.885
1941,476.596
1942,479.457
1943,492.976
1944,474.933
1945,482.164
1946,470.044
1947,481.610
1948,480.408
1949,489.643
1950,489.518
1951,489.119
1952,491.839
1953,494.689
1954,495.736
1955,495.543
1956,505.835
1957,497.011
1958,507.385
1959,509.542
1960,509.618
1961,506.999
1962,505.240
1963,511.544
1964,510.587
1965,531.316
1966,559.111
1967,525.303
1968,531.156
1969,547.855
1970,538.680
1971,557.147
1972,560.074
1973,553.779
1974,536.678
1975,553.385
1976,577.127
1977,581.275
1978,569.727
1979,601.731
1980,581.289
1981,593.403
1982,599.951
1983,596.757
1984,596.528
1985,608.279
1986,612.037
1987,608.455
1988,630.856
1989,626.509
1990,641.336
1991,651.742
1992,643.842
1993,648.533
1994,657.038
1995,663.592
1996,667.956
1997,682.784
1998,663.511
1999,674.429
2000,676.859
2001,692.304
2002,694.355
2003,703.389
2004,708.676
2005,717.425
2006,712.500
2007,741.779
2008,724.389
2009,728.643
2010,750.417
2011,746.612
2012,756.632
2013,752.811
2014,754.774
2015,778.782
2016,769.709
2017,767.553
2018,769.218
2019,776.859
2020,793.855
2021,779.927
2022,775.811
2023,820.883
2024,799.014
2025,802.477
2026,813.124
2027,830.389
2028,838.035
2029,831.579
2030,829.088
2031,807.873
2032,806.579
2033,824.975
2034,841.168
2035,846.257
2036,848.749
2037,846.303
2038,889.264
2039,883.942
2040,889.658
2041,877.184
2042,863.322
2043,880.661
2044,883.146
2045,866.219
2046,882.718
2047,867.466
2048,861.265
2049,872.942
2050,874.202
2051,864.643
2052,853.211
2053,856.589
2054,865.322
2055,863.204
2056,840.213
2057,837.828
2058,833.730
2059,815.436
2060,814.413
2061,836.109
2062,835.742
2063,809.587
2064,802.914
2065,799.489
2066,807.141
2067,789.021
2068,772.868
2069,758.441
2070,758.675
2071,746.234
2072,729.848
2073,722.791
2074,714.227
2075,716.234
2076,698.082
2077,698.886
2078,681.689
2079,689.654
2080,668.248
2081,625.255
2082,642.010
2083,633.643
2084,603.864
2085,601.118
2086,597.611
2087,588.003
2088,572.098
2089,565.709
2090,565.929
2091,544.173
2092,537.524
2093,534.136
2094,512.658
2095,524.555
2096,511.031
2097,506.598
2098,511.809
2099,500.652
2100,510.899
2101,502.128
2102,491.943
2103,494.462
2104,482.914
2105,500.342
2106,470.711
2107,465.785
2108,465.602
2109,475.489
2110,477.684
2111,463.047
2112,458.588
2113,469.794
2114,461.632
2115,457.453
2116,450.191
2117,474.598
2118,454.850
2119,459.446
2120,447.337
2121,441.265
2122,446.566
2123,445.631
2124,439.762
2125,444.090
