X,Y
1421,92.918
1422,98.614
1423,95.633
1424,84.564
1425,95.011
1426,94.260
1427,95.919
1428,95.803
1429,92.162
1430,99.141
1431,92.191
1432,92.097
1433,89.057
1434,90.999
1435,92.378
1436,86.431
1437,92.090
1438,90.387
1439,87.992
1440,89.162
1441,95.552
1442,86.740
1443,98.120
1444,97.092
1445,100.508
1446,94.139
1447,93.064
1448,98.349
1449,89.629
1450,86.607
1451,96.567
1452,104.972
1453,99.561
1454,100.791
1455,98.946
1456,96.273
1457,96.550
1458,92.718
1459,93.270
1460,103.149
1461,98.092
1462,101.706
1463,98.720
1464,93.618
1465,101.341
1466,88.603
1467,92.522
1468,95.643
1469,93.404
1470,102.601
1471,100.156
1472,88.808
1473,93.656
1474,94.519
1475,93.262
1476,99.498
1477,102.921
1478,99.030
1479,93.965
1480,90.976
1481,86.049
1482,96.546
1483,98.878
1484,104.306
1485,98.518
1486,95.576
1487,96.597
1488,96.749
1489,91.398
1490,89.625
1491,92.196
1492,89.779
1493,99.566
1494,93.773
1495,93.238
1496,108.872
1497,96.627
1498,95.866
1499,89.416
1500,108.268
1501,101.249
1502,99.532
1503,100.821
1504,109.315
1505,96.521
1506,99.500
1507,94.951
1508,98.594
1509,97.987
1510,90.573
1511,89.059
1512,100.348
1513,100.355
1514,94.129
1515,96.645
1516,98.960
1517,104.130
1518,99.521
1519,95.869
1520,93.304
1521,95.011
1522,99.954
1523,102.890
1524,104.107
1525,106.105
1526,104.481
1527,99.440
1528,96.729
1529,106.214
1530,100.938
1531,98.422
1532,95.045
1533,101.102
1534,97.007
1535,99.909
1536,100.375
1537,91.966
1538,96.762
1539,96.856
1540,105.227
1541,98.755
1542,101.381
1543,105.651
1544,99.228
1545,96.447
1546,90.960
1547,98.898
1548,102.093
1549,97.524
1550,96.721
1551,95.652
1552,91.841
1553,91.484
1554,95.633
1555,95.120
1556,97.996
1557,98.253
1558,97.655
1559,98.626
1560,98.800
1561,95.411
1562,92.528
1563,89.582
1564,95.411
1565,98.706
1566,94.239
1567,107.160
1568,98.970
1569,93.934
1570,92.914
1571,96.232
1572,100.041
1573,97.490
1574,91.182
1575,91.610
1576,93.423
1577,92.333
1578,93.431
1579,96.265
1580,88.675
1581,89.829
1582,91.601
1583,96.998
1584,97.342
1585,94.595
1586,94.559
1587,93.997
1588,105.163
1589,95.122
1590,91.547
1591,96.218
1592,93.413
1593,92.928
1594,96.019
1595,94.233
1596,98.164
1597,105.384
1598,102.010
1599,91.860
1600,94.660
1601,97.543
1602,93.793
1603,97.783
1604,91.346
1605,95.114
1606,102.385
1607,99.296
1608,92.881
1609,97.940
1610,97.021
1611,100.554
1612,96.021
1613,95.297
1614,95.892
1615,103.260
1616,93.573
1617,96.145
1618,99.342
1619,97.836
1620,98.176
1621,96.333
1622,90.886
1623,86.570
1624,94.624
1625,95.819
1626,99.675
1627,84.837
1628,101.132
1629,98.907
1630,93.157
1631,93.207
1632,99.210
1633,99.420
1634,92.796
1635,106.446
1636,101.433
1637,98.659
1638,95.548
1639,92.689
1640,95.657
1641,91.303
1642,91.743
1643,97.387
1644,96.849
1645,95.668
1646,93.266
1647,99.351
1648,97.317
1649,91.378
1650,89.612
1651,89.824
1652,95.264
1653,91.435
1654,94.396
1655,89.859
1656,95.405
1657,93.114
1658,89.547
1659,94.105
1660,98.231
1661,96.112
1662,92.109
1663,95.492
1664,98.027
1665,100.286
1666,100.661
1667,100.014
1668,105.337
1669,100.336
1670,99.791
1671,94.559
1672,95.042
1673,97.817
1674,98.883
1675,100.666
1676,97.523
1677,94.805
1678,91.129
1679,97.753
1680,94.720
1681,98.270
1682,98.937
1683,98.608
1684,88.892
1685,91.336
1686,94.471
1687,97.294
1688,100.457
1689,93.533
1690,96.484
1691,103.528
1692,96.587
1693,92.520
1694,95.072
1695,103.698
1696,94.116
1697,96.158
1698,93.870
1699,89.914
1700,94.819
1701,101.308
1702,89.833
1703,92.042
1704,89.043
1705,91.369
1706,90.526
1707,92.377
1708,90.394
1709,93.420
1710,103.153
1711,87.261
1712,91.865
1713,97.222
1714,94.366
1715,84.360
1716,91.076
1717,85.754
1718,83.483
1719,80.074
1720,91.422
1721,91.017
1722,85.782
1723,83.909
1724,87.533
1725,87.014
1726,89.443
1727,85.302
1728,87.879
1729,87.151
1730,86.952
1731,84.712
1732,90.172
1733,89.786
1734,85.804
1735,86.367
1736,84.946
1737,82.376
1738,86.235
1739,86.253
1740,90.757
1741,87.945
1742,90.555
1743,89.064
1744,85.589
1745,81.976
1746,82.096
1747,83.796
1748,78.059
1749,85.022
1750,85.878
1751,82.210
1752,80.282
1753,86.248
1754,79.977
1755,92.267
1756,88.021
1757,86.625
1758,81.395
1759,87.519
1760,84.838
1761,88.217
1762,86.506
1763,87.970
1764,84.338
1765,90.542
1766,92.665
1767,77.938
1768,81.916
1769,82.377
1770,83.255
1771,87.152
1772,87.589
1773,87.588
1774,85.380
1775,84.808
1776,90.360
1777,90.956
1778,86.357
1779,87.683
1780,85.832
1781,86.421
1782,89.967
1783,90.310
1784,91.762
1785,87.896
1786,78.413
1787,80.117
1788,91.854
1789,90.338
1790,84.411
1791,84.357
1792,85.736
1793,81.774
1794,88.676
1795,84.518
1796,82.565
1797,87.306
1798,90.562
1799,87.746
1800,81.867
1801,80.175
1802,79.431
1803,88.057
1804,89.794
1805,92.857
1806,87.228
1807,82.410
1808,92.815
1809,93.614
1810,84.501
1811,89.235
1812,89.050
1813,85.922
1814,90.018
1815,89.973
1816,85.043
1817,86.419
1818,80.143
1819,87.531
1820,86.160
1821,83.596
1822,87.720
1823,91.435
1824,87.724
1825,86.777
1826,84.125
1827,83.487
1828,87.662
1829,87.251
1830,91.115
1831,89.388
1832,90.011
1833,92.697
1834,84.192
1835,86.409
1836,89.640
1837,97.035
1838,94.998
1839,90.986
1840,92.348
1841,97.165
1842,92.819
1843,94.440
1844,86.404
1845,92.440
1846,89.374
1847,94.687
1848,91.684
1849,96.100
1850,94.015
1851,94.601
1852,94.697
1853,104.631
1854,96.227
1855,95.375
1856,96.814
1857,98.219
1858,94.604
1859,95.020
1860,95.906
1861,96.675
1862,95.598
1863,94.514
1864,96.065
1865,99.776
1866,99.597
1867,106.041
1868,99.127
1869,94.847
1870,104.181
1871,95.409
1872,96.472
1873,96.841
1874,105.574
1875,105.218
1876,103.120
1877,98.760
1878,108.110
1879,102.157
1880,103.549
1881,110.571
1882,105.727
1883,115.545
1884,107.594
1885,100.540
1886,103.611
1887,104.460
1888,107.640
1889,105.794
1890,109.253
1891,104.644
1892,105.721
1893,107.375
1894,109.509
1895,113.832
1896,115.182
1897,109.981
1898,115.626
1899,110.895
1900,103.715
1901,110.965
1902,115.698
1903,107.526
1904,112.440
1905,113.036
1906,108.312
1907,108.996
1908,114.792
1909,113.301
1910,107.702
1911,110.574
1912,112.985
1913,115.412
1914,109.271
1915,104.682
1916,108.888
1917,102.817
1918,112.362
1919,106.625
1920,106.415
1921,101.046
1922,113.980
1923,110.466
1924,103.992
1925,110.883
1926,114.661
1927,114.512
1928,110.548
1929,110.616
1930,109.758
1931,111.532
1932,113.200
1933,109.066
1934,109.537
1935,110.064
1936,105.719
1937,110.817
1938,106.692
1939,110.185
1940,100.478
1941,93.633
1942,98.093
1943,100.593
1944,100.110
1945,98.364
1946,98.281
1947,96.980
1948,94.900
1949,97.174
1950,98.489
1951,103.925
1952,101.227
1953,102.661
1954,101.516
1955,101.088
1956,99.879
1957,103.619
1958,95.083
1959,91.981
1960,98.102
1961,96.939
1962,94.525
1963,93.854
1964,95.113
1965,92.331
1966,94.992
1967,91.583
1968,93.381
1969,89.059
1970,94.157
1971,102.503
1972,96.154
1973,88.040
1974,96.827
1975,97.467
1976,93.001
1977,91.730
1978,92.333
1979,87.092
1980,84.974
1981,93.527
1982,89.910
1983,84.555
1984,83.717
1985,89.566
1986,78.931
1987,82.680
1988,86.953
1989,85.420
1990,84.599
1991,84.562
1992,92.000
1993,80.862
1994,81.475
1995,81.534
1996,83.223
1997,82.049
1998,78.171
1999,84.627
2000,80.274
2001,88.358
2002,84.560
2003,82.984
2004,75.673
2005,80.867
2006,83.205
2007,81.340
2008,79.087
2009,78.316
2010,75.381
2011,73.411
2012,71.391
2013,79.737
2014,80.537
2015,80.450
2016,77.200
2017,73.311
2018,79.332
2019,86.724
2020,71.468
2021,79.534
2022,81.429
2023,78.997
2024,81.574
2025,70.432
2026,80.348
2027,80.497
2028,77.800
2029,80.923
2030,82.550
2031,72.346
2032,71.587
2033,72.698
2034,88.236
2035,85.268
2036,81.238
2037,80.615
2038,81.289
2039,79.316
2040,85.827
2041,79.337
2042,79.085
2043,74.985
2044,84.908
2045,79.742
2046,78.470
2047,82.799
2048,87.196
2049,83.087
2050,84.936
2051,86.723
2052,95.279
2053,90.020
2054,90.363
2055,89.665
2056,92.348
2057,88.250
2058,88.837
2059,86.329
2060,92.123
2061,92.672
2062,93.793
2063,96.731
2064,93.239
2065,91.494
2066,90.548
2067,103.779
2068,101.436
2069,102.568
2070,100.149
2071,105.130
2072,101.304
2073,105.334
2074,107.863
2075,113.901
2076,110.782
2077,113.211
2078,112.536
2079,104.875
2080,113.435
2081,115.005
2082,121.729
2083,126.792
2084,131.199
2085,135.428
2086,135.178
2087,140.218
2088,142.543
2089,144.053
2090,150.881
2091,156.961
2092,163.728
2093,156.534
2094,165.846
2095,179.691
2096,180.802
2097,179.636
2098,184.508
2099,205.795
2100,210.114
2101,207.856
2102,210.128
2103,210.558
2104,216.905
2105,221.067
2106,217.434
2107,221.891
2108,234.176
2109,220.427
2110,238.050
2111,261.671
2112,258.144
2113,259.106
2114,265.485
2115,272.222
2116,267.868
2117,270.772
2118,278.346
2119,286.183
2120,293.313
2121,297.722
2122,293.656
2123,289.401
2124,284.385
2125,284.808
2126,286.593
2127,294.192
2128,273.372
2129,276.827
2130,276.151
2131,275.801
2132,272.302
2133,268.950
2134,274.810
2135,261.627
2136,257.377
2137,245.505
2138,224.915
2139,235.103
