FrameNumber,Spot ID,X,Y,Z,Radius,Orientation (if meaningful),Length (if meaningful), Fit Background (for FIONA), Gaussian Summed Value (for FIONA), Mean Background (FIONA), Summed Value (for FIONA)
469, 4, 1043.531250,131.281250,0.000000, 12.530000, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
470, 0, 1101.843750,582.937500,0.000000, 12.727900, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
470, 1, 1007.875000,939.093750,0.000000, 12.206600, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
470, 2, 680.750000,833.906250,0.000000, 10.214139, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
470, 3, -11.812500,811.343750,0.000000, 12.206600, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
470, 4, 1041.281250,130.187500,0.000000, 12.530000, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
471, 0, 1101.593750,583.250000,0.000000, 12.727900, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
471, 1, 1012.000000,931.468750,0.000000, 12.206600, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
471, 2, 691.281250,813.531250,0.000000, 10.214139, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
471, 3, -11.812500,811.343750,0.000000, 12.206600, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
471, 4, 1042.750000,131.218750,0.000000, 12.530000, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
472, 0, 1101.187500,583.343750,0.000000, 12.727900, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
472, 1, 1011.093750,931.781250,0.000000, 12.206600, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
472, 2, 691.531250,811.468750,0.000000, 10.214139, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
472, 3, -11.812500,811.343750,0.000000, 12.206600, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
472, 4, 1043.843750,130.500000,0.000000, 12.530000, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
473, 0, 1101.000000,583.031250,0.000000, 12.727900, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
473, 1, 1011.093750,931.781250,0.000000, 12.206600, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
473, 2, 691.531250,811.468750,0.000000, 10.214139, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
473, 3, -11.812500,811.343750,0.000000, 12.206600, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
473, 4, 1041.781250,131.250000,0.000000, 12.530000, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
474, 0, 1101.500000,583.125000,0.000000, 12.727900, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
474, 1, 1011.906250,931.968750,0.000000, 12.206600, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
474, 2, 689.625000,815.312500,0.000000, 10.214139, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
474, 3, -11.812500,811.343750,0.000000, 12.206600, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
474, 4, 1043.375000,130.187500,0.000000, 12.530000, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
475, 0, 1101.968750,583.156250,0.000000, 12.727900, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
475, 1, 1007.906250,927.812500,0.000000, 12.206600, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
475, 2, 689.000000,805.125000,0.000000, 10.214139, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
475, 3, -11.812500,811.343750,0.000000, 12.206600, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
475, 4, 1037.718750,131.187500,0.000000, 12.530000, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
476, 0, 1102.250000,583.250000,0.000000, 12.727900, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
476, 1, 1004.781250,939.593750,0.000000, 12.206600, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
476, 2, 691.000000,811.125000,0.000000, 10.214139, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
476, 3, -11.812500,811.343750,0.000000, 12.206600, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
476, 4, 1043.781250,131.656250,0.000000, 12.530000, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
477, 0, 1101.281250,583.031250,0.000000, 12.727900, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
477, 1, 1003.031250,947.968750,0.000000, 12.206600, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
477, 2, 690.937500,813.343750,0.000000, 10.214139, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
477, 3, -11.812500,811.343750,0.000000, 12.206600, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
477, 4, 1039.093750,129.656250,0.000000, 12.530000, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
478, 0, 1101.500000,583.125000,0.000000, 12.727900, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
478, 1, 1013.031250,935.968750,0.000000, 12.206600, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
478, 2, 685.906250,809.375000,0.000000, 10.214139, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
478, 3, -11.812500,811.343750,0.000000, 12.206600, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
478, 4, 1043.718750,131.406250,0.000000, 12.530000, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
479, 0, 1101.718750,583.125000,0.000000, 12.727900, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
479, 1, 1011.906250,939.718750,0.000000, 12.206600, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
479, 2, 688.187500,809.312500,0.000000, 10.214139, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
479, 3, -11.812500,811.343750,0.000000, 12.206600, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
479, 4, 1041.968750,131.750000,0.000000, 12.530000, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
480, 0, 1102.031250,582.718750,0.000000, 12.727900, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
480, 1, 1011.375000,938.687500,0.000000, 12.206600, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
480, 2, 686.593750,803.812500,0.000000, 10.214139, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
480, 3, -11.812500,811.343750,0.000000, 12.206600, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
480, 4, 1042.000000,130.500000,0.000000, 12.530000, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
481, 0, 1101.375000,582.937500,0.000000, 12.727900, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
481, 1, 1019.500000,931.062500,0.000000, 12.206600, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
481, 2, 680.562500,809.593750,0.000000, 10.214139, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
481, 3, -11.812500,811.343750,0.000000, 12.206600, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
481, 4, 1041.718750,131.312500,0.000000, 12.530000, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
482, 0, 1101.343750,582.906250,0.000000, 12.727900, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
482, 1, 1009.500000,931.062500,0.000000, 12.206600, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
482, 2, 685.343750,802.250000,0.000000, 10.214139, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
482, 3, -11.812500,811.343750,0.000000, 12.206600, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
482, 4, 1037.875000,128.562500,0.000000, 12.530000, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
483, 0, 1101.406250,583.031250,0.000000, 12.727900, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
483, 1, 1003.437500,928.625000,0.000000, 12.206600, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
483, 2, 689.718750,807.500000,0.000000, 10.214139, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
483, 3, -11.812500,811.343750,0.000000, 12.206600, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
483, 4, 1039.343750,130.093750,0.000000, 12.530000, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
484, 0, 1101.656250,583.343750,0.000000, 12.727900, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
484, 1, 1003.843750,923.406250,0.000000, 12.206600, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
484, 2, 691.531250,811.500000,0.000000, 10.214139, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
484, 3, -11.812500,811.343750,0.000000, 12.206600, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
484, 4, 1044.312500,131.312500,0.000000, 12.530000, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
485, 0, 1101.156250,582.875000,0.000000, 12.727900, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
485, 1, 1005.843750,929.406250,0.000000, 12.206600, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
485, 2, 691.218750,811.750000,0.000000, 10.214139, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
485, 3, -11.812500,811.343750,0.000000, 12.206600, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
485, 4, 1041.781250,132.500000,0.000000, 12.530000, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
486, 0, 1100.812500,582.781250,0.000000, 12.727900, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
486, 1, 990.843750,919.375000,0.000000, 12.206600, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
486, 2, 689.250000,811.218750,0.000000, 10.214139, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
486, 3, -11.812500,811.343750,0.000000, 12.206600, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
486, 4, 1043.031250,131.062500,0.000000, 12.530000, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
487, 0, 1101.750000,583.375000,0.000000, 12.727900, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
487, 1, 1012.843750,925.375000,0.000000, 12.206600, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
487, 2, 690.062500,809.562500,0.000000, 10.214139, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
487, 3, -11.812500,811.343750,0.000000, 12.206600, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
487, 4, 1040.531250,130.156250,0.000000, 12.530000, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
488, 0, 1101.312500,582.781250,0.000000, 12.727900, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
488, 1, 1012.843750,925.375000,0.000000, 12.206600, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
488, 2, 689.531250,809.531250,0.000000, 10.214139, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
488, 3, -11.812500,811.343750,0.000000, 12.206600, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
488, 4, 1038.500000,131.281250,0.000000, 12.530000, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
489, 0, 1101.343750,582.593750,0.000000, 12.727900, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
489, 1, 1012.843750,925.375000,0.000000, 12.206600, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
489, 2, 691.281250,810.687500,0.000000, 10.214139, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
489, 3, -11.812500,811.343750,0.000000, 12.206600, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
489, 4, 1037.750000,130.437500,0.000000, 12.530000, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
490, 0, 1101.437500,582.937500,0.000000, 12.727900, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
490, 1, 1019.843750,931.375000,0.000000, 12.206600, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
490, 2, 691.468750,815.531250,0.000000, 10.214139, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
490, 3, -11.812500,811.343750,0.000000, 12.206600, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
490, 4, 1037.687500,129.625000,0.000000, 12.530000, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
491, 0, 1101.468750,582.562500,0.000000, 12.727900, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
491, 1, 1017.343750,929.343750,0.000000, 12.206600, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
491, 2, 691.375000,811.531250,0.000000, 10.214139, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
491, 3, -11.812500,811.343750,0.000000, 12.206600, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
491, 4, 1038.468750,130.531250,0.000000, 12.530000, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
492, 0, 1100.687500,583.156250,0.000000, 12.727900, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
492, 1, 1027.062500,931.500000,0.000000, 12.206600, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
492, 2, 691.937500,811.593750,0.000000, 10.214139, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
492, 3, -11.812500,811.343750,0.000000, 12.206600, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
492, 4, 1038.562500,131.312500,0.000000, 12.530000, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
493, 0, 1101.343750,583.093750,0.000000, 12.727900, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
493, 1, 1027.062500,931.500000,0.000000, 12.206600, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
493, 2, 689.718750,815.500000,0.000000, 10.214139, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
493, 3, -11.812500,811.343750,0.000000, 12.206600, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
493, 4, 1042.562500,127.781250,0.000000, 12.530000, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
494, 0, 1101.750000,582.281250,0.000000, 12.727900, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
494, 1, 1025.062500,933.500000,0.000000, 12.206600, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
494, 2, 689.843750,823.500000,0.000000, 10.214139, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
494, 3, -11.812500,811.343750,0.000000, 12.206600, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
494, 4, 1039.562500,132.625000,0.000000, 12.530000, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
495, 0, 1101.031250,583.125000,0.000000, 12.727900, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
495, 1, 1015.062500,933.500000,0.000000, 12.206600, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
495, 2, 683.843750,833.500000,0.000000, 10.214139, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
495, 3, -11.812500,811.343750,0.000000, 12.206600, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
495, 4, 1043.875000,130.531250,0.000000, 12.530000, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
496, 0, 1101.625000,583.187500,0.000000, 12.727900, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
496, 1, 1018.718750,932.218750,0.000000, 12.206600, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
496, 2, 677.468750,830.843750,0.000000, 10.214139, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
496, 3, -11.812500,811.343750,0.000000, 12.206600, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
496, 4, 1043.500000,129.437500,0.000000, 12.530000, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
497, 0, 1101.062500,582.718750,0.000000, 12.727900, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
497, 1, 1016.718750,930.218750,0.000000, 12.206600, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
497, 2, 685.218750,831.437500,0.000000, 10.214139, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
497, 3, -11.812500,811.343750,0.000000, 12.206600, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
497, 4, 1041.781250,131.406250,0.000000, 12.530000, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
498, 0, 1101.093750,583.312500,0.000000, 12.727900, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
498, 1, 1010.718750,936.218750,0.000000, 12.206600, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
498, 2, 687.531250,829.500000,0.000000, 10.214139, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
498, 3, -11.812500,811.343750,0.000000, 12.206600, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
498, 4, 1043.031250,131.312500,0.000000, 12.530000, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
499, 0, 1101.281250,582.781250,0.000000, 12.727900, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
499, 1, 1019.468750,939.468750,0.000000, 12.206600, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
499, 2, 685.500000,829.375000,0.000000, 10.214139, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
499, 3, -11.812500,811.343750,0.000000, 12.206600, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
499, 4, 1040.750000,129.562500,0.000000, 12.530000, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
500, 0, 1101.343750,583.125000,0.000000, 12.727900, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
500, 1, 1011.375000,939.406250,0.000000, 12.206600, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
500, 2, 683.500000,841.375000,0.000000, 10.214139, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
500, 3, -11.812500,811.343750,0.000000, 12.206600, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
500, 4, 1041.812500,129.562500,0.000000, 12.530000, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
501, 0, 1100.906250,582.750000,0.000000, 12.727900, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
501, 1, 1019.343750,939.593750,0.000000, 12.206600, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
501, 2, 688.750000,845.375000,0.000000, 10.214139, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
501, 3, -11.812500,811.343750,0.000000, 12.206600, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
501, 4, 1044.406250,131.406250,0.000000, 12.530000, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
502, 0, 1101.812500,582.875000,0.000000, 12.727900, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
502, 1, 1023.625000,950.562500,0.000000, 12.206600, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
502, 2, 686.625000,827.781250,0.000000, 10.214139, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
502, 3, -11.812500,811.343750,0.000000, 12.206600, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
502, 4, 1041.968750,131.468750,0.000000, 12.530000, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
503, 0, 1101.562500,582.531250,0.000000, 12.727900, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
503, 1, 1023.562500,947.375000,0.000000, 12.206600, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
503, 2, 684.687500,830.593750,0.000000, 10.214139, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
503, 3, -11.812500,811.343750,0.000000, 12.206600, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
503, 4, 1042.218750,130.718750,0.000000, 12.530000, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
504, 0, 1101.281250,583.687500,0.000000, 12.727900, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
504, 1, 1031.562500,947.187500,0.000000, 12.206600, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
504, 2, 687.437500,829.312500,0.000000, 10.214139, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
504, 3, -11.812500,811.343750,0.000000, 12.206600, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
504, 4, 1041.593750,131.687500,0.000000, 12.530000, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
505, 0, 1101.125000,582.781250,0.000000, 12.727900, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
505, 1, 1030.656250,947.281250,0.000000, 12.206600, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
505, 2, 689.250000,825.625000,0.000000, 10.214139, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
505, 3, -11.812500,811.343750,0.000000, 12.206600, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
505, 4, 1039.062500,130.593750,0.000000, 12.530000, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
506, 0, 1101.250000,582.375000,0.000000, 12.727900, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
506, 1, 1029.281250,945.312500,0.000000, 12.206600, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
506, 2, 685.593750,827.468750,0.000000, 10.214139, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
506, 3, -11.812500,811.343750,0.000000, 12.206600, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
506, 4, 1042.187500,131.500000,0.000000, 12.530000, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
507, 0, 1101.437500,583.125000,0.000000, 12.727900, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
507, 1, 1028.312500,947.218750,0.000000, 12.206600, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
507, 2, 685.093750,829.281250,0.000000, 10.214139, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
507, 3, -11.812500,811.343750,0.000000, 12.206600, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
507, 4, 1040.531250,131.312500,0.000000, 12.530000, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
508, 0, 1100.750000,582.750000,0.000000, 12.727900, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
508, 1, 1027.531250,947.593750,0.000000, 12.206600, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
508, 2, 683.593750,828.218750,0.000000, 10.214139, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
508, 3, -11.812500,811.343750,0.000000, 12.206600, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
508, 4, 1041.687500,132.656250,0.000000, 12.530000, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
509, 0, 1101.500000,583.250000,0.000000, 12.727900, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
509, 1, 1019.031250,948.687500,0.000000, 12.206600, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
509, 2, 681.093750,833.500000,0.000000, 10.214139, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
509, 3, -11.812500,811.343750,0.000000, 12.206600, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
509, 4, 1038.625000,130.281250,0.000000, 12.530000, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
510, 0, 1101.500000,582.781250,0.000000, 12.727900, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
510, 1, 1019.843750,947.593750,0.000000, 12.206600, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
510, 2, 685.406250,829.500000,0.000000, 10.214139, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
510, 3, -11.812500,811.343750,0.000000, 12.206600, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
510, 4, 1039.343750,130.625000,0.000000, 12.530000, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
511, 0, 1101.031250,582.968750,0.000000, 12.727900, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
511, 1, 1011.312500,955.375000,0.000000, 12.206600, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
511, 2, 688.281250,833.718750,0.000000, 10.214139, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
511, 3, -11.812500,811.343750,0.000000, 12.206600, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
511, 4, 1041.937500,130.156250,0.000000, 12.530000, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
512, 0, 1101.218750,582.656250,0.000000, 12.727900, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
512, 1, 1011.593750,955.531250,0.000000, 12.206600, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
512, 2, 685.343750,829.375000,0.000000, 10.214139, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
512, 3, -11.812500,811.343750,0.000000, 12.206600, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
512, 4, 1041.281250,131.687500,0.000000, 12.530000, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
513, 0, 1101.187500,583.531250,0.000000, 12.727900, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
513, 1, 1011.875000,955.718750,0.000000, 12.206600, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
513, 2, 685.187500,829.468750,0.000000, 10.214139, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
513, 3, -11.812500,811.343750,0.000000, 12.206600, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
513, 4, 1041.562500,131.250000,0.000000, 12.530000, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
514, 0, 1101.156250,582.375000,0.000000, 12.727900, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
514, 1, 1007.406250,955.562500,0.000000, 12.206600, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
514, 2, 685.343750,829.343750,0.000000, 10.214139, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
514, 3, -11.812500,811.343750,0.000000, 12.206600, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
514, 4, 1043.781250,131.500000,0.000000, 12.530000, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
515, 0, 1101.187500,582.562500,0.000000, 12.727900, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
515, 1, 1003.750000,955.625000,0.000000, 12.206600, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
515, 2, 687.375000,837.343750,0.000000, 10.214139, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
