FrameNumber,Spot ID,X,Y,Z,Radius,Orientation (if meaningful),Length (if meaningful), Fit Background (for FIONA), Gaussian Summed Value (for FIONA), Mean Background (FIONA), Summed Value (for FIONA)
316, 3, -11.812500,811.343750,0.000000, 12.206600, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
316, 4, 1040.687500,128.562500,0.000000, 12.530000, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
317, 0, 1101.656250,582.437500,0.000000, 12.727900, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
317, 1, 933.187500,842.000000,0.000000, 12.206600, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
317, 2, 696.781250,884.781250,0.000000, 10.214139, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
317, 3, -11.812500,811.343750,0.000000, 12.206600, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
317, 4, 1041.906250,129.593750,0.000000, 12.530000, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
318, 0, 1101.687500,583.656250,0.000000, 12.727900, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
318, 1, 939.593750,843.375000,0.000000, 12.206600, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
318, 2, 704.781250,884.781250,0.000000, 10.214139, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
318, 3, -11.812500,811.343750,0.000000, 12.206600, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
318, 4, 1040.343750,129.562500,0.000000, 12.530000, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
319, 0, 1101.406250,583.281250,0.000000, 12.727900, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
319, 1, 939.937500,843.875000,0.000000, 12.206600, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
319, 2, 704.781250,884.781250,0.000000, 10.214139, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
319, 3, -11.812500,811.343750,0.000000, 12.206600, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
319, 4, 1042.875000,130.500000,0.000000, 12.530000, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
320, 0, 1101.687500,583.187500,0.000000, 12.727900, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
320, 1, 937.343750,836.062500,0.000000, 12.206600, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
320, 2, 704.781250,884.781250,0.000000, 10.214139, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
320, 3, -11.812500,811.343750,0.000000, 12.206600, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
320, 4, 1042.250000,130.281250,0.000000, 12.530000, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
321, 0, 1101.750000,583.093750,0.000000, 12.727900, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
321, 1, 938.593750,836.906250,0.000000, 12.206600, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
321, 2, 704.781250,884.781250,0.000000, 10.214139, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
321, 3, -11.812500,811.343750,0.000000, 12.206600, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
321, 4, 1041.781250,129.375000,0.000000, 12.530000, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
322, 0, 1101.906250,583.156250,0.000000, 12.727900, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
322, 1, 939.687500,836.562500,0.000000, 12.206600, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
322, 2, 704.781250,884.781250,0.000000, 10.214139, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
322, 3, -11.812500,811.343750,0.000000, 12.206600, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
322, 4, 1040.531250,130.250000,0.000000, 12.530000, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
323, 0, 1101.906250,583.156250,0.000000, 12.727900, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
323, 1, 931.156250,836.312500,0.000000, 12.206600, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
323, 2, 704.781250,884.781250,0.000000, 10.214139, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
323, 3, -11.812500,811.343750,0.000000, 12.206600, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
323, 4, 1038.406250,129.562500,0.000000, 12.530000, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
324, 0, 1101.687500,583.312500,0.000000, 12.727900, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
324, 1, 931.718750,835.750000,0.000000, 12.206600, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
324, 2, 692.781250,884.781250,0.000000, 10.214139, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
324, 3, -11.812500,811.343750,0.000000, 12.206600, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
324, 4, 1040.375000,129.562500,0.000000, 12.530000, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
325, 0, 1101.718750,582.906250,0.000000, 12.727900, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
325, 1, 932.687500,831.718750,0.000000, 12.206600, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
325, 2, 683.531250,885.531250,0.000000, 10.214139, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
325, 3, -11.812500,811.343750,0.000000, 12.206600, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
325, 4, 1036.656250,129.593750,0.000000, 12.530000, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
326, 0, 1101.781250,583.093750,0.000000, 12.727900, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
326, 1, 933.625000,835.468750,0.000000, 12.206600, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
326, 2, 682.718750,880.375000,0.000000, 10.214139, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
326, 3, -11.812500,811.343750,0.000000, 12.206600, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
326, 4, 1038.343750,128.375000,0.000000, 12.530000, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
327, 0, 1101.687500,583.250000,0.000000, 12.727900, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
327, 1, 937.718750,832.562500,0.000000, 12.206600, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
327, 2, 681.500000,889.500000,0.000000, 10.214139, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
327, 3, -11.812500,811.343750,0.000000, 12.206600, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
327, 4, 1039.687500,129.562500,0.000000, 12.530000, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
328, 0, 1101.843750,582.875000,0.000000, 12.727900, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
328, 1, 938.781250,837.000000,0.000000, 12.206600, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
328, 2, 683.500000,891.500000,0.000000, 10.214139, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
328, 3, -11.812500,811.343750,0.000000, 12.206600, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
328, 4, 1037.593750,129.343750,0.000000, 12.530000, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
329, 0, 1101.187500,582.906250,0.000000, 12.727900, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
329, 1, 931.593750,843.218750,0.000000, 12.206600, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
329, 2, 686.031250,893.500000,0.000000, 10.214139, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
329, 3, -11.812500,811.343750,0.000000, 12.206600, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
329, 4, 1043.718750,131.312500,0.000000, 12.530000, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
330, 0, 1101.531250,583.156250,0.000000, 12.727900, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
330, 1, 930.656250,841.906250,0.000000, 12.206600, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
330, 2, 690.031250,889.500000,0.000000, 10.214139, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
330, 3, -11.812500,811.343750,0.000000, 12.206600, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
330, 4, 1041.625000,129.656250,0.000000, 12.530000, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
331, 0, 1101.937500,582.875000,0.000000, 12.727900, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
331, 1, 929.187500,841.812500,0.000000, 12.206600, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
331, 2, 697.875000,880.781250,0.000000, 10.214139, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
331, 3, -11.812500,811.343750,0.000000, 12.206600, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
331, 4, 1041.062500,128.156250,0.000000, 12.530000, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
332, 0, 1101.500000,583.343750,0.000000, 12.727900, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
332, 1, 934.406250,840.562500,0.000000, 12.206600, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
332, 2, 707.875000,884.781250,0.000000, 10.214139, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
332, 3, -11.812500,811.343750,0.000000, 12.206600, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
332, 4, 1039.781250,133.156250,0.000000, 12.530000, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
333, 0, 1101.750000,583.125000,0.000000, 12.727900, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
333, 1, 934.656250,848.656250,0.000000, 12.206600, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
333, 2, 701.875000,884.781250,0.000000, 10.214139, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
333, 3, -11.812500,811.343750,0.000000, 12.206600, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
333, 4, 1036.812500,128.531250,0.000000, 12.530000, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
334, 0, 1101.468750,583.187500,0.000000, 12.727900, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
334, 1, 931.812500,849.500000,0.000000, 12.206600, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
334, 2, 697.562500,893.250000,0.000000, 10.214139, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
334, 3, -11.812500,811.343750,0.000000, 12.206600, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
334, 4, 1040.156250,129.562500,0.000000, 12.530000, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
335, 0, 1101.937500,582.781250,0.000000, 12.727900, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
335, 1, 939.843750,850.906250,0.000000, 12.206600, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
335, 2, 707.562500,885.250000,0.000000, 10.214139, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
335, 3, -11.812500,811.343750,0.000000, 12.206600, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
335, 4, 1040.781250,131.187500,0.000000, 12.530000, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
336, 0, 1101.843750,583.375000,0.000000, 12.727900, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
336, 1, 932.843750,843.500000,0.000000, 12.206600, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
336, 2, 717.156250,888.843750,0.000000, 10.214139, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
336, 3, -11.812500,811.343750,0.000000, 12.206600, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
336, 4, 1037.781250,128.906250,0.000000, 12.530000, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
337, 0, 1101.750000,583.156250,0.000000, 12.727900, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
337, 1, 937.500000,843.218750,0.000000, 12.206600, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
337, 2, 707.500000,885.312500,0.000000, 10.214139, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
337, 3, -11.812500,811.343750,0.000000, 12.206600, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
337, 4, 1041.187500,129.656250,0.000000, 12.530000, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
338, 0, 1101.500000,583.125000,0.000000, 12.727900, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
338, 1, 931.500000,836.250000,0.000000, 12.206600, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
338, 2, 713.062500,887.156250,0.000000, 10.214139, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
338, 3, -11.812500,811.343750,0.000000, 12.206600, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
338, 4, 1040.781250,130.500000,0.000000, 12.530000, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
339, 0, 1101.468750,583.406250,0.000000, 12.727900, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
339, 1, 939.625000,838.750000,0.000000, 12.206600, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
339, 2, 709.062500,883.156250,0.000000, 10.214139, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
339, 3, -11.812500,811.343750,0.000000, 12.206600, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
339, 4, 1035.375000,129.343750,0.000000, 12.530000, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
340, 0, 1101.312500,583.312500,0.000000, 12.727900, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
340, 1, 931.375000,839.437500,0.000000, 12.206600, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
340, 2, 709.062500,883.156250,0.000000, 10.214139, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
340, 3, -11.812500,811.343750,0.000000, 12.206600, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
340, 4, 1041.781250,129.875000,0.000000, 12.530000, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
341, 0, 1101.281250,583.281250,0.000000, 12.727900, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
341, 1, 936.312500,844.750000,0.000000, 12.206600, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
341, 2, 707.062500,883.156250,0.000000, 10.214139, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
341, 3, -11.812500,811.343750,0.000000, 12.206600, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
341, 4, 1040.312500,130.531250,0.000000, 12.530000, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
342, 0, 1101.375000,583.062500,0.000000, 12.727900, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
342, 1, 939.687500,842.562500,0.000000, 12.206600, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
342, 2, 707.062500,883.156250,0.000000, 10.214139, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
342, 3, -11.812500,811.343750,0.000000, 12.206600, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
342, 4, 1037.812500,128.562500,0.000000, 12.530000, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
343, 0, 1101.656250,582.750000,0.000000, 12.727900, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
343, 1, 939.750000,840.750000,0.000000, 12.206600, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
343, 2, 707.062500,883.156250,0.000000, 10.214139, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
343, 3, -11.812500,811.343750,0.000000, 12.206600, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
343, 4, 1040.750000,126.593750,0.000000, 12.530000, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
344, 0, 1101.781250,583.187500,0.000000, 12.727900, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
344, 1, 930.500000,839.093750,0.000000, 12.206600, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
344, 2, 701.062500,877.156250,0.000000, 10.214139, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
344, 3, -11.812500,811.343750,0.000000, 12.206600, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
344, 4, 1040.781250,130.218750,0.000000, 12.530000, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
345, 0, 1101.625000,583.000000,0.000000, 12.727900, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
345, 1, 923.656250,839.687500,0.000000, 12.206600, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
345, 2, 715.062500,889.156250,0.000000, 10.214139, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
345, 3, -11.812500,811.343750,0.000000, 12.206600, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
345, 4, 1041.906250,130.187500,0.000000, 12.530000, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
346, 0, 1102.031250,583.593750,0.000000, 12.727900, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
346, 1, 914.625000,834.125000,0.000000, 12.206600, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
346, 2, 715.031250,887.500000,0.000000, 10.214139, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
346, 3, -11.812500,811.343750,0.000000, 12.206600, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
346, 4, 1041.906250,131.156250,0.000000, 12.530000, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
347, 0, 1101.750000,583.468750,0.000000, 12.727900, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
347, 1, 915.437500,843.375000,0.000000, 12.206600, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
347, 2, 709.031250,883.500000,0.000000, 10.214139, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
347, 3, -11.812500,811.343750,0.000000, 12.206600, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
347, 4, 1043.531250,131.312500,0.000000, 12.530000, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
348, 0, 1101.437500,583.375000,0.000000, 12.727900, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
348, 1, 913.906250,842.500000,0.000000, 12.206600, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
348, 2, 703.031250,879.500000,0.000000, 10.214139, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
348, 3, -11.812500,811.343750,0.000000, 12.206600, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
348, 4, 1042.718750,130.968750,0.000000, 12.530000, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
349, 0, 1101.343750,583.218750,0.000000, 12.727900, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
349, 1, 921.937500,845.375000,0.000000, 12.206600, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
349, 2, 699.562500,883.625000,0.000000, 10.214139, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
349, 3, -11.812500,811.343750,0.000000, 12.206600, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
349, 4, 1042.625000,128.250000,0.000000, 12.530000, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
350, 0, 1101.468750,583.468750,0.000000, 12.727900, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
350, 1, 921.562500,849.281250,0.000000, 12.206600, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
350, 2, 699.562500,883.625000,0.000000, 10.214139, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
350, 3, -11.812500,811.343750,0.000000, 12.206600, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
350, 4, 1039.625000,128.593750,0.000000, 12.530000, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
351, 0, 1101.843750,583.218750,0.000000, 12.727900, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
351, 1, 923.718750,848.250000,0.000000, 12.206600, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
351, 2, 699.562500,883.625000,0.000000, 10.214139, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
351, 3, -11.812500,811.343750,0.000000, 12.206600, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
351, 4, 1041.781250,129.843750,0.000000, 12.530000, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
352, 0, 1102.125000,582.437500,0.000000, 12.727900, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
352, 1, 923.687500,842.187500,0.000000, 12.206600, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
352, 2, 699.562500,883.625000,0.000000, 10.214139, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
352, 3, -11.812500,811.343750,0.000000, 12.206600, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
352, 4, 1041.718750,128.531250,0.000000, 12.530000, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
353, 0, 1101.218750,583.187500,0.000000, 12.727900, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
353, 1, 927.687500,855.437500,0.000000, 12.206600, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
353, 2, 705.562500,883.625000,0.000000, 10.214139, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
353, 3, -11.812500,811.343750,0.000000, 12.206600, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
353, 4, 1038.593750,129.312500,0.000000, 12.530000, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
354, 0, 1101.812500,583.187500,0.000000, 12.727900, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
354, 1, 926.343750,862.500000,0.000000, 12.206600, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
354, 2, 701.406250,881.718750,0.000000, 10.214139, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
354, 3, -11.812500,811.343750,0.000000, 12.206600, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
354, 4, 1042.437500,129.375000,0.000000, 12.530000, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
355, 0, 1101.406250,583.968750,0.000000, 12.727900, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
355, 1, 926.312500,862.500000,0.000000, 12.206600, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
355, 2, 707.656250,883.250000,0.000000, 10.214139, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
355, 3, -11.812500,811.343750,0.000000, 12.206600, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
355, 4, 1040.500000,129.562500,0.000000, 12.530000, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
356, 0, 1101.468750,582.906250,0.000000, 12.727900, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
356, 1, 919.718750,858.281250,0.000000, 12.206600, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
356, 2, 702.343750,883.687500,0.000000, 10.214139, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
356, 3, -11.812500,811.343750,0.000000, 12.206600, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
356, 4, 1041.656250,130.531250,0.000000, 12.530000, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
357, 0, 1101.593750,582.437500,0.000000, 12.727900, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
357, 1, 923.781250,867.687500,0.000000, 12.206600, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
357, 2, 706.343750,883.687500,0.000000, 10.214139, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
357, 3, -11.812500,811.343750,0.000000, 12.206600, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
357, 4, 1041.781250,131.156250,0.000000, 12.530000, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
358, 0, 1101.218750,582.500000,0.000000, 12.727900, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
358, 1, 927.625000,863.562500,0.000000, 12.206600, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
358, 2, 696.343750,887.687500,0.000000, 10.214139, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
358, 3, -11.812500,811.343750,0.000000, 12.206600, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
358, 4, 1038.375000,129.562500,0.000000, 12.530000, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
359, 0, 1101.500000,582.781250,0.000000, 12.727900, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
359, 1, 923.718750,872.343750,0.000000, 12.206600, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
359, 2, 696.093750,884.937500,0.000000, 10.214139, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
359, 3, -11.812500,811.343750,0.000000, 12.206600, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
359, 4, 1042.250000,131.468750,0.000000, 12.530000, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
360, 0, 1102.125000,583.625000,0.000000, 12.727900, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
360, 1, 914.937500,876.625000,0.000000, 12.206600, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
360, 2, 696.093750,884.937500,0.000000, 10.214139, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
360, 3, -11.812500,811.343750,0.000000, 12.206600, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
360, 4, 1043.718750,129.593750,0.000000, 12.530000, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
361, 0, 1101.718750,582.812500,0.000000, 12.727900, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
361, 1, 910.031250,876.968750,0.000000, 12.206600, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
361, 2, 698.093750,884.937500,0.000000, 10.214139, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
361, 3, -11.812500,811.343750,0.000000, 12.206600, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
361, 4, 1037.656250,130.187500,0.000000, 12.530000, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
362, 0, 1101.625000,582.656250,0.000000, 12.727900, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
362, 1, 921.062500,864.718750,0.000000, 12.206600, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
362, 2, 701.000000,885.406250,0.000000, 10.214139, 0.000000,0.000000, 0.000000,0.000000, 0.000000,0.000000
