# ADC counts, event no., timestamp, absolute time
3.600000000000000000e+01, 2.600000000000000000e+01, 5.384000000000000000e+03, 5.194359304000000000e+09
3.878000000000000000e+03, 2.700000000000000000e+01, 1.456000000000000000e+03, 5.198051528000000000e+09
4.400000000000000000e+01, 2.800000000000000000e+01, 7.024000000000000000e+03, 5.285606520000000000e+09
2.500000000000000000e+01, 2.900000000000000000e+01, 5.600000000000000000e+03, 5.325485544000000000e+09
1.485700000000000000e+04, 3.000000000000000000e+01, 1.400000000000000000e+03, 5.376532296000000000e+09
7.162700000000000000e+04, 3.100000000000000000e+01, 1.400000000000000000e+03, 5.525659832000000000e+09
4.087000000000000000e+03, 3.200000000000000000e+01, 1.464000000000000000e+03, 6.228790248000000000e+09
2.643000000000000000e+03, 3.300000000000000000e+01, 1.400000000000000000e+03, 6.600688520000000000e+09
6.162000000000000000e+03, 3.400000000000000000e+01, 1.456000000000000000e+03, 6.667987528000000000e+09
1.500000000000000000e+01, 3.500000000000000000e+01, 1.136000000000000000e+03, 6.792706168000000000e+09
3.266000000000000000e+03, 3.600000000000000000e+01, 1.392000000000000000e+03, 6.814031976000000000e+09
2.600000000000000000e+01, 3.700000000000000000e+01, 8.080000000000000000e+02, 7.059421064000000000e+09
6.873000000000000000e+03, 3.800000000000000000e+01, 1.400000000000000000e+03, 7.284565624000000000e+09
1.900000000000000000e+01, 3.900000000000000000e+01, 5.904000000000000000e+03, 7.858315096000000000e+09
3.300000000000000000e+01, 4.000000000000000000e+01, 6.064000000000000000e+03, 7.910351592000000000e+09
1.800000000000000000e+01, 4.100000000000000000e+01, 5.816000000000000000e+03, 7.996216744000000000e+09
1.800000000000000000e+01, 4.200000000000000000e+01, 4.424000000000000000e+03, 8.043534408000000000e+09
3.336000000000000000e+03, 4.300000000000000000e+01, 1.424000000000000000e+03, 8.221143352000000000e+09
4.381000000000000000e+03, 4.400000000000000000e+01, 1.424000000000000000e+03, 8.275697656000000000e+09
3.606000000000000000e+03, 4.500000000000000000e+01, 1.440000000000000000e+03, 8.770496824000000000e+09
9.000000000000000000e+00, 4.600000000000000000e+01, 2.096000000000000000e+03, 8.860697304000000000e+09
3.317000000000000000e+03, 4.700000000000000000e+01, 1.392000000000000000e+03, 8.890853592000000000e+09
5.359000000000000000e+03, 4.800000000000000000e+01, 1.416000000000000000e+03, 8.896163080000000000e+09
4.200000000000000000e+01, 4.900000000000000000e+01, 5.904000000000000000e+03, 9.225093416000000000e+09
6.858700000000000000e+04, 5.000000000000000000e+01, 1.416000000000000000e+03, 9.491284008000000000e+09
2.800000000000000000e+01, 5.100000000000000000e+01, 4.656000000000000000e+03, 9.513295496000000000e+09
2.000000000000000000e+01, 5.200000000000000000e+01, 1.656000000000000000e+03, 9.682474888000000000e+09
3.211000000000000000e+03, 5.300000000000000000e+01, 1.408000000000000000e+03, 1.004484890400000000e+10
7.913000000000000000e+03, 5.400000000000000000e+01, 1.456000000000000000e+03, 1.013599162400000000e+10
1.100000000000000000e+01, 5.500000000000000000e+01, 3.360000000000000000e+02, 1.020297853600000000e+10
4.020000000000000000e+03, 5.600000000000000000e+01, 1.416000000000000000e+03, 1.023693509600000000e+10
3.900000000000000000e+01, 5.700000000000000000e+01, 3.792000000000000000e+03, 1.024867978400000000e+10
3.363000000000000000e+03, 5.800000000000000000e+01, 1.432000000000000000e+03, 1.054591093600000000e+10
1.800000000000000000e+01, 5.900000000000000000e+01, 5.616000000000000000e+03, 1.055852456800000000e+10
4.268000000000000000e+03, 6.000000000000000000e+01, 1.408000000000000000e+03, 1.077313428000000000e+10
2.200000000000000000e+01, 6.100000000000000000e+01, 6.576000000000000000e+03, 1.083821847200000000e+10
3.800000000000000000e+01, 6.200000000000000000e+01, 3.536000000000000000e+03, 1.094889650400000000e+10
3.700000000000000000e+01, 6.300000000000000000e+01, 1.000000000000000000e+03, 1.100362762400000000e+10
3.390000000000000000e+03, 6.400000000000000000e+01, 1.440000000000000000e+03, 1.101760858400000000e+10
4.229000000000000000e+03, 6.500000000000000000e+01, 1.496000000000000000e+03, 1.109199004000000000e+10
4.500000000000000000e+01, 6.600000000000000000e+01, 4.368000000000000000e+03, 1.187493732000000000e+10
3.200000000000000000e+01, 6.700000000000000000e+01, 1.024000000000000000e+03, 1.192372418400000000e+10
7.424000000000000000e+03, 6.800000000000000000e+01, 1.400000000000000000e+03, 1.202238570400000000e+10
9.120000000000000000e+03, 6.900000000000000000e+01, 1.400000000000000000e+03, 1.231046834400000000e+10
3.729000000000000000e+03, 7.000000000000000000e+01, 1.424000000000000000e+03, 1.255395328800000000e+10
5.257000000000000000e+03, 7.100000000000000000e+01, 1.416000000000000000e+03, 1.256948463200000000e+10
2.900000000000000000e+01, 7.200000000000000000e+01, 5.600000000000000000e+02, 1.288776951200000000e+10
1.600000000000000000e+01, 7.300000000000000000e+01, 3.360000000000000000e+02, 1.289914783200000000e+10
3.200000000000000000e+01, 7.400000000000000000e+01, 2.312000000000000000e+03, 1.309397074400000000e+10
3.000000000000000000e+01, 7.500000000000000000e+01, 3.248000000000000000e+03, 1.324977055200000000e+10
1.500000000000000000e+01, 7.600000000000000000e+01, 1.360000000000000000e+03, 1.325214426400000000e+10
5.000000000000000000e+00, 7.700000000000000000e+01, 3.664000000000000000e+03, 1.331845036000000000e+10
4.380000000000000000e+02, 7.800000000000000000e+01, 1.344000000000000000e+03, 1.347424861600000000e+10
1.400000000000000000e+01, 7.900000000000000000e+01, 3.488000000000000000e+03, 1.375763514400000000e+10
2.300000000000000000e+01, 8.000000000000000000e+01, 1.944000000000000000e+03, 1.377179836000000000e+10
6.058000000000000000e+03, 8.100000000000000000e+01, 1.400000000000000000e+03, 1.437384391200000000e+10
6.022000000000000000e+03, 8.200000000000000000e+01, 1.424000000000000000e+03, 1.542067274400000000e+10
4.100000000000000000e+01, 8.300000000000000000e+01, 4.528000000000000000e+03, 1.542514194400000000e+10
3.500000000000000000e+01, 8.400000000000000000e+01, 5.728000000000000000e+03, 1.567313748000000000e+10
5.079000000000000000e+03, 8.500000000000000000e+01, 1.416000000000000000e+03, 1.596870375200000000e+10
4.548000000000000000e+03, 8.600000000000000000e+01, 1.408000000000000000e+03, 1.604218725600000000e+10
4.631000000000000000e+03, 8.700000000000000000e+01, 1.400000000000000000e+03, 1.614934810400000000e+10
2.971000000000000000e+03, 8.800000000000000000e+01, 1.328000000000000000e+03, 1.616769392800000000e+10
1.700000000000000000e+01, 8.900000000000000000e+01, 2.576000000000000000e+03, 1.647061938400000000e+10
2.300000000000000000e+01, 9.000000000000000000e+01, 7.640000000000000000e+03, 1.656372813600000000e+10
3.600000000000000000e+01, 9.100000000000000000e+01, 6.216000000000000000e+03, 1.665213944800000000e+10
3.600000000000000000e+01, 9.200000000000000000e+01, 2.480000000000000000e+03, 1.682567864800000000e+10
3.696000000000000000e+03, 9.300000000000000000e+01, 1.408000000000000000e+03, 1.699960879200000000e+10
4.150000000000000000e+03, 9.400000000000000000e+01, 1.424000000000000000e+03, 1.717738948000000000e+10
3.200000000000000000e+01, 9.500000000000000000e+01, 8.032000000000000000e+03, 1.736991916000000000e+10
2.400000000000000000e+01, 9.600000000000000000e+01, 1.968000000000000000e+03, 1.744111429600000000e+10
3.315000000000000000e+03, 9.700000000000000000e+01, 1.536000000000000000e+03, 1.783423624800000000e+10
4.241000000000000000e+03, 9.800000000000000000e+01, 1.408000000000000000e+03, 1.826828357600000000e+10
3.389000000000000000e+03, 9.900000000000000000e+01, 1.456000000000000000e+03, 1.836460165600000000e+10
3.200000000000000000e+01, 1.000000000000000000e+02, 4.880000000000000000e+03, 1.842773911200000000e+10
3.929000000000000000e+03, 1.010000000000000000e+02, 1.400000000000000000e+03, 1.842843951200000000e+10
5.722000000000000000e+03, 1.020000000000000000e+02, 1.400000000000000000e+03, 1.850421684000000000e+10
3.900000000000000000e+01, 1.030000000000000000e+02, 1.800000000000000000e+03, 1.884568688800000000e+10
2.500000000000000000e+01, 1.040000000000000000e+02, 7.736000000000000000e+03, 1.897727864800000000e+10
3.188000000000000000e+03, 1.050000000000000000e+02, 1.408000000000000000e+03, 1.931598245600000000e+10
2.400000000000000000e+01, 1.060000000000000000e+02, 1.424000000000000000e+03, 1.939191719200000000e+10
3.000000000000000000e+01, 1.070000000000000000e+02, 2.456000000000000000e+03, 1.942675842400000000e+10
9.462000000000000000e+03, 1.080000000000000000e+02, 1.416000000000000000e+03, 1.944588332000000000e+10
1.400000000000000000e+01, 1.090000000000000000e+02, 2.616000000000000000e+03, 1.956949660000000000e+10
1.098500000000000000e+04, 1.100000000000000000e+02, 1.440000000000000000e+03, 1.960441904800000000e+10
2.700000000000000000e+01, 1.110000000000000000e+02, 3.728000000000000000e+03, 2.013532026400000000e+10
3.646000000000000000e+03, 1.120000000000000000e+02, 1.400000000000000000e+03, 2.017479690400000000e+10
2.747000000000000000e+03, 1.130000000000000000e+02, 1.368000000000000000e+03, 2.033863368800000000e+10
4.865000000000000000e+03, 1.140000000000000000e+02, 1.448000000000000000e+03, 2.046953466400000000e+10
2.400000000000000000e+01, 1.150000000000000000e+02, 1.096000000000000000e+03, 2.070331733600000000e+10
3.000000000000000000e+00, 1.160000000000000000e+02, 1.752000000000000000e+03, 2.141874669600000000e+10
3.095000000000000000e+03, 1.170000000000000000e+02, 1.392000000000000000e+03, 2.183983213600000000e+10
3.200000000000000000e+01, 1.180000000000000000e+02, 2.560000000000000000e+02, 2.191075772000000000e+10
1.300000000000000000e+01, 1.190000000000000000e+02, 5.936000000000000000e+03, 2.193890093600000000e+10
9.611000000000000000e+03, 1.200000000000000000e+02, 1.416000000000000000e+03, 2.237454754400000000e+10
1.400000000000000000e+01, 1.210000000000000000e+02, 3.688000000000000000e+03, 2.255627101600000000e+10
5.259000000000000000e+03, 1.220000000000000000e+02, 1.432000000000000000e+03, 2.262867239200000000e+10
3.000000000000000000e+01, 1.230000000000000000e+02, 7.088000000000000000e+03, 2.262972952800000000e+10
7.700000000000000000e+01, 1.240000000000000000e+02, 7.568000000000000000e+03, 2.265613706400000000e+10
1.599600000000000000e+04, 1.250000000000000000e+02, 1.424000000000000000e+03, 2.291014661600000000e+10
2.400000000000000000e+01, 1.260000000000000000e+02, 9.840000000000000000e+02, 2.301493941600000000e+10
1.400000000000000000e+01, 1.270000000000000000e+02, 7.016000000000000000e+03, 2.302770871200000000e+10
8.479000000000000000e+03, 1.280000000000000000e+02, 1.432000000000000000e+03, 2.309517893600000000e+10
2.500000000000000000e+01, 1.290000000000000000e+02, 2.952000000000000000e+03, 2.319994893600000000e+10
4.454000000000000000e+03, 1.300000000000000000e+02, 1.408000000000000000e+03, 2.329612626400000000e+10
1.800000000000000000e+01, 1.310000000000000000e+02, 5.688000000000000000e+03, 2.330226618400000000e+10
2.200000000000000000e+01, 1.320000000000000000e+02, 3.624000000000000000e+03, 2.355191015200000000e+10
3.814000000000000000e+03, 1.330000000000000000e+02, 1.456000000000000000e+03, 2.357119653600000000e+10
3.100000000000000000e+01, 1.340000000000000000e+02, 5.136000000000000000e+03, 2.363536354400000000e+10
2.400000000000000000e+01, 1.350000000000000000e+02, 5.064000000000000000e+03, 2.394859368800000000e+10
1.200000000000000000e+01, 1.360000000000000000e+02, 7.520000000000000000e+02, 2.418498013600000000e+10
2.000000000000000000e+01, 1.370000000000000000e+02, 4.720000000000000000e+02, 2.452034407200000000e+10
1.300000000000000000e+01, 1.380000000000000000e+02, 3.360000000000000000e+02, 2.509115711200000000e+10
4.200000000000000000e+01, 1.390000000000000000e+02, 6.528000000000000000e+03, 2.532984540000000000e+10
3.039000000000000000e+03, 1.400000000000000000e+02, 1.328000000000000000e+03, 2.534381772000000000e+10
4.725000000000000000e+03, 1.410000000000000000e+02, 1.424000000000000000e+03, 2.575651733600000000e+10
1.163400000000000000e+04, 1.420000000000000000e+02, 1.432000000000000000e+03, 2.607727298400000000e+10
2.300000000000000000e+01, 1.430000000000000000e+02, 6.184000000000000000e+03, 2.630109804000000000e+10
3.725000000000000000e+03, 1.440000000000000000e+02, 1.408000000000000000e+03, 2.645708997600000000e+10
2.800000000000000000e+01, 1.450000000000000000e+02, 1.688000000000000000e+03, 2.663065733600000000e+10
2.000000000000000000e+01, 1.460000000000000000e+02, 3.264000000000000000e+03, 2.665425250400000000e+10
3.289000000000000000e+03, 1.470000000000000000e+02, 1.408000000000000000e+03, 2.674999813600000000e+10
3.200000000000000000e+01, 1.480000000000000000e+02, 6.240000000000000000e+02, 2.686210495200000000e+10
4.600000000000000000e+01, 1.490000000000000000e+02, 7.336000000000000000e+03, 2.693238684000000000e+10
1.600000000000000000e+01, 1.500000000000000000e+02, 3.632000000000000000e+03, 2.695080850400000000e+10
2.800000000000000000e+01, 1.510000000000000000e+02, 5.944000000000000000e+03, 2.708248776800000000e+10
3.100000000000000000e+01, 1.520000000000000000e+02, 6.840000000000000000e+03, 2.723317927200000000e+10
3.740000000000000000e+03, 1.530000000000000000e+02, 1.424000000000000000e+03, 2.793381364000000000e+10
3.223000000000000000e+03, 1.540000000000000000e+02, 1.384000000000000000e+03, 2.797075642400000000e+10
9.147000000000000000e+03, 1.550000000000000000e+02, 1.392000000000000000e+03, 2.835442776800000000e+10
3.000000000000000000e+01, 1.560000000000000000e+02, 3.432000000000000000e+03, 2.844327306400000000e+10
5.805000000000000000e+03, 1.570000000000000000e+02, 1.400000000000000000e+03, 2.854853208800000000e+10
2.869000000000000000e+03, 1.580000000000000000e+02, 1.344000000000000000e+03, 2.862524959200000000e+10
4.967000000000000000e+03, 1.590000000000000000e+02, 1.408000000000000000e+03, 2.868220018400000000e+10
4.981000000000000000e+03, 1.600000000000000000e+02, 1.392000000000000000e+03, 2.871156482400000000e+10
1.500000000000000000e+01, 1.610000000000000000e+02, 6.376000000000000000e+03, 2.877626487200000000e+10
1.100000000000000000e+01, 1.620000000000000000e+02, 9.440000000000000000e+02, 2.893420444000000000e+10
2.975000000000000000e+03, 1.630000000000000000e+02, 1.312000000000000000e+03, 2.905467264800000000e+10
2.000000000000000000e+01, 1.640000000000000000e+02, 1.256000000000000000e+03, 2.912390792800000000e+10
1.071500000000000000e+04, 1.650000000000000000e+02, 1.464000000000000000e+03, 2.942800432800000000e+10
3.442000000000000000e+03, 1.660000000000000000e+02, 1.400000000000000000e+03, 2.944737376800000000e+10
7.714000000000000000e+03, 1.670000000000000000e+02, 1.416000000000000000e+03, 2.951480565600000000e+10
3.100000000000000000e+01, 1.680000000000000000e+02, 3.680000000000000000e+02, 2.957126530400000000e+10
4.505000000000000000e+03, 1.690000000000000000e+02, 1.392000000000000000e+03, 2.978476303200000000e+10
3.900000000000000000e+01, 1.700000000000000000e+02, 1.768000000000000000e+03, 2.999286711200000000e+10
2.500000000000000000e+01, 1.710000000000000000e+02, 3.256000000000000000e+03, 3.030702584800000000e+10
7.409000000000000000e+03, 1.720000000000000000e+02, 1.432000000000000000e+03, 3.034751256800000000e+10
5.446000000000000000e+03, 1.730000000000000000e+02, 1.464000000000000000e+03, 3.036228202400000000e+10
1.600000000000000000e+01, 1.740000000000000000e+02, 3.568000000000000000e+03, 3.051618962400000000e+10
3.485000000000000000e+03, 1.750000000000000000e+02, 1.408000000000000000e+03, 3.076541060000000000e+10
1.730900000000000000e+04, 1.760000000000000000e+02, 1.416000000000000000e+03, 3.089463460000000000e+10
2.600000000000000000e+01, 1.770000000000000000e+02, 3.848000000000000000e+03, 3.123223674400000000e+10
3.687000000000000000e+03, 1.780000000000000000e+02, 1.400000000000000000e+03, 3.164708623200000000e+10
6.739000000000000000e+03, 1.790000000000000000e+02, 1.416000000000000000e+03, 3.166334597600000000e+10
2.600000000000000000e+01, 1.800000000000000000e+02, 3.768000000000000000e+03, 3.173728796000000000e+10
3.723000000000000000e+03, 1.810000000000000000e+02, 1.440000000000000000e+03, 3.180738874400000000e+10
1.183100000000000000e+04, 1.820000000000000000e+02, 1.416000000000000000e+03, 3.184400212000000000e+10
2.300000000000000000e+01, 1.830000000000000000e+02, 4.016000000000000000e+03, 3.184867778400000000e+10
4.100000000000000000e+01, 1.840000000000000000e+02, 1.672000000000000000e+03, 3.185202613600000000e+10
3.100000000000000000e+01, 1.850000000000000000e+02, 5.760000000000000000e+03, 3.191088290400000000e+10
3.243000000000000000e+03, 1.860000000000000000e+02, 1.424000000000000000e+03, 3.211742698400000000e+10
2.400000000000000000e+01, 1.870000000000000000e+02, 1.656000000000000000e+03, 3.213073975200000000e+10
2.800000000000000000e+01, 1.880000000000000000e+02, 1.904000000000000000e+03, 3.223260791200000000e+10
2.200000000000000000e+01, 1.890000000000000000e+02, 1.336000000000000000e+03, 3.232919996000000000e+10
2.700000000000000000e+01, 1.900000000000000000e+02, 8.216000000000000000e+03, 3.238344799200000000e+10
2.200000000000000000e+01, 1.910000000000000000e+02, 5.056000000000000000e+03, 3.257089736800000000e+10
3.525000000000000000e+03, 1.920000000000000000e+02, 1.392000000000000000e+03, 3.308312306400000000e+10
6.317000000000000000e+03, 1.930000000000000000e+02, 1.416000000000000000e+03, 3.328726799200000000e+10
2.682000000000000000e+03, 1.940000000000000000e+02, 1.328000000000000000e+03, 3.348506384800000000e+10
3.100000000000000000e+01, 1.950000000000000000e+02, 2.424000000000000000e+03, 3.361004613600000000e+10
2.798000000000000000e+03, 1.960000000000000000e+02, 1.384000000000000000e+03, 3.365680231200000000e+10
7.000000000000000000e+00, 1.970000000000000000e+02, 8.000000000000000000e+01, 3.373433690400000000e+10
8.406000000000000000e+03, 1.980000000000000000e+02, 1.400000000000000000e+03, 3.374993012000000000e+10
2.100000000000000000e+01, 1.990000000000000000e+02, 6.072000000000000000e+03, 3.414384380000000000e+10
1.700000000000000000e+01, 2.000000000000000000e+02, 3.680000000000000000e+03, 3.428585580000000000e+10
2.800000000000000000e+01, 2.010000000000000000e+02, 2.632000000000000000e+03, 1.742627980000000000e+10
4.335000000000000000e+03, 2.020000000000000000e+02, 1.400000000000000000e+03, 1.752089240800000000e+10
3.900000000000000000e+01, 2.030000000000000000e+02, 6.880000000000000000e+02, 1.762467551200000000e+10
2.821000000000000000e+03, 2.040000000000000000e+02, 1.392000000000000000e+03, 1.767389367200000000e+10
2.400000000000000000e+01, 2.050000000000000000e+02, 6.384000000000000000e+03, 1.770360277600000000e+10
4.440000000000000000e+03, 2.060000000000000000e+02, 1.384000000000000000e+03, 1.812043696800000000e+10
1.400000000000000000e+01, 2.070000000000000000e+02, 5.312000000000000000e+03, 1.817222152800000000e+10
2.000000000000000000e+01, 2.080000000000000000e+02, 7.056000000000000000e+03, 1.829066183200000000e+10
3.300000000000000000e+01, 2.090000000000000000e+02, 3.184000000000000000e+03, 1.839838191200000000e+10
3.000000000000000000e+00, 2.100000000000000000e+02, 1.040000000000000000e+02, 1.854219040800000000e+10
9.751000000000000000e+03, 2.110000000000000000e+02, 1.424000000000000000e+03, 1.861644680800000000e+10
2.546000000000000000e+03, 2.120000000000000000e+02, 1.392000000000000000e+03, 1.884922405600000000e+10
9.990000000000000000e+03, 2.130000000000000000e+02, 1.400000000000000000e+03, 1.891171460000000000e+10
3.199000000000000000e+03, 2.140000000000000000e+02, 1.400000000000000000e+03, 1.911546802400000000e+10
4.226000000000000000e+03, 2.150000000000000000e+02, 1.400000000000000000e+03, 1.955654255200000000e+10
1.300000000000000000e+01, 2.160000000000000000e+02, 7.584000000000000000e+03, 1.959028664800000000e+10
1.400000000000000000e+01, 2.170000000000000000e+02, 5.208000000000000000e+03, 1.969320764000000000e+10
1.800000000000000000e+01, 2.180000000000000000e+02, 8.000000000000000000e+03, 2.009130434400000000e+10
1.800000000000000000e+01, 2.190000000000000000e+02, 2.640000000000000000e+02, 2.013388983200000000e+10
2.400000000000000000e+01, 2.200000000000000000e+02, 3.304000000000000000e+03, 2.049965180000000000e+10
2.300000000000000000e+01, 2.210000000000000000e+02, 6.408000000000000000e+03, 2.060648472800000000e+10
3.698000000000000000e+03, 2.220000000000000000e+02, 1.552000000000000000e+03, 2.075281632800000000e+10
5.456000000000000000e+03, 2.230000000000000000e+02, 1.384000000000000000e+03, 2.080315031200000000e+10
4.400000000000000000e+01, 2.240000000000000000e+02, 6.480000000000000000e+02, 2.098630117600000000e+10
3.400000000000000000e+01, 2.250000000000000000e+02, 4.544000000000000000e+03, 2.110237274400000000e+10
6.380000000000000000e+03, 2.260000000000000000e+02, 1.440000000000000000e+03, 2.148321284000000000e+10
9.941000000000000000e+03, 2.270000000000000000e+02, 1.408000000000000000e+03, 2.151361298400000000e+10
3.651000000000000000e+03, 2.280000000000000000e+02, 1.392000000000000000e+03, 2.163572228000000000e+10
7.144000000000000000e+03, 2.290000000000000000e+02, 1.440000000000000000e+03, 2.168158330400000000e+10
2.859000000000000000e+03, 2.300000000000000000e+02, 1.392000000000000000e+03, 2.175004623200000000e+10
2.500000000000000000e+01, 2.310000000000000000e+02, 6.240000000000000000e+03, 2.178768815200000000e+10
4.379000000000000000e+03, 2.320000000000000000e+02, 1.416000000000000000e+03, 2.205084612000000000e+10
2.438000000000000000e+03, 2.330000000000000000e+02, 1.448000000000000000e+03, 2.213052506400000000e+10
1.800000000000000000e+01, 2.340000000000000000e+02, 8.640000000000000000e+02, 2.218282775200000000e+10
2.700000000000000000e+01, 2.350000000000000000e+02, 7.600000000000000000e+02, 2.221150287200000000e+10
1.400000000000000000e+01, 2.360000000000000000e+02, 7.440000000000000000e+02, 2.231574928800000000e+10
3.800000000000000000e+01, 2.370000000000000000e+02, 3.456000000000000000e+03, 2.231963455200000000e+10
4.299000000000000000e+03, 2.380000000000000000e+02, 1.424000000000000000e+03, 2.246122652000000000e+10
1.000000000000000000e+01, 2.390000000000000000e+02, 6.232000000000000000e+03, 2.251261023200000000e+10
2.100000000000000000e+01, 2.400000000000000000e+02, 5.808000000000000000e+03, 2.251787879200000000e+10
2.905000000000000000e+03, 2.410000000000000000e+02, 1.384000000000000000e+03, 2.269221581600000000e+10
3.379000000000000000e+03, 2.420000000000000000e+02, 1.400000000000000000e+03, 2.277799439200000000e+10
3.000000000000000000e+01, 2.430000000000000000e+02, 4.808000000000000000e+03, 2.298838368800000000e+10
2.000000000000000000e+01, 2.440000000000000000e+02, 7.256000000000000000e+03, 2.316837581600000000e+10
2.500000000000000000e+01, 2.450000000000000000e+02, 4.680000000000000000e+03, 2.345266837600000000e+10
2.500000000000000000e+01, 2.460000000000000000e+02, 4.880000000000000000e+02, 2.413413613600000000e+10
2.500000000000000000e+01, 2.470000000000000000e+02, 4.616000000000000000e+03, 2.418686255200000000e+10
5.741000000000000000e+03, 2.480000000000000000e+02, 1.480000000000000000e+03, 2.419652106400000000e+10
9.643000000000000000e+03, 2.490000000000000000e+02, 1.432000000000000000e+03, 2.427929864800000000e+10
6.794000000000000000e+03, 2.500000000000000000e+02, 1.416000000000000000e+03, 2.428154973600000000e+10
3.871000000000000000e+03, 2.510000000000000000e+02, 1.456000000000000000e+03, 2.429183248800000000e+10
5.257000000000000000e+03, 2.520000000000000000e+02, 1.424000000000000000e+03, 2.438144284000000000e+10
3.786000000000000000e+03, 2.530000000000000000e+02, 1.392000000000000000e+03, 2.452419085600000000e+10
4.500000000000000000e+03, 2.540000000000000000e+02, 1.424000000000000000e+03, 2.522624650400000000e+10
3.200000000000000000e+01, 2.550000000000000000e+02, 7.440000000000000000e+03, 2.528228180000000000e+10
1.600000000000000000e+01, 2.560000000000000000e+02, 3.032000000000000000e+03, 2.551164215200000000e+10
1.319900000000000000e+04, 2.570000000000000000e+02, 1.424000000000000000e+03, 2.560104724000000000e+10
5.883000000000000000e+03, 2.580000000000000000e+02, 1.408000000000000000e+03, 2.566290202400000000e+10
1.193300000000000000e+04, 2.590000000000000000e+02, 1.416000000000000000e+03, 2.576545482400000000e+10
2.200000000000000000e+01, 2.600000000000000000e+02, 4.248000000000000000e+03, 2.607433458400000000e+10
3.500000000000000000e+01, 2.610000000000000000e+02, 5.056000000000000000e+03, 2.614174783200000000e+10
7.350000000000000000e+03, 2.620000000000000000e+02, 1.432000000000000000e+03, 2.631700696800000000e+10
2.000000000000000000e+01, 2.630000000000000000e+02, 1.776000000000000000e+03, 2.641116512800000000e+10
2.700000000000000000e+01, 2.640000000000000000e+02, 3.536000000000000000e+03, 2.704186288800000000e+10
2.620000000000000000e+03, 2.650000000000000000e+02, 1.464000000000000000e+03, 2.738449263200000000e+10
2.200000000000000000e+01, 2.660000000000000000e+02, 3.216000000000000000e+03, 2.750973584800000000e+10
1.200000000000000000e+01, 2.670000000000000000e+02, 5.720000000000000000e+03, 2.774038551200000000e+10
7.211000000000000000e+03, 2.680000000000000000e+02, 1.432000000000000000e+03, 2.808119215200000000e+10
1.500000000000000000e+01, 2.690000000000000000e+02, 2.704000000000000000e+03, 2.810201396000000000e+10
5.047000000000000000e+03, 2.700000000000000000e+02, 1.480000000000000000e+03, 2.811790735200000000e+10
3.800000000000000000e+01, 2.710000000000000000e+02, 1.224000000000000000e+03, 2.832225847200000000e+10
4.545000000000000000e+03, 2.720000000000000000e+02, 1.400000000000000000e+03, 2.851805060000000000e+10
